millis,stamp,datetime,accX,accY,accZ,gyroX,gyroY,gyroZ,compX,compY,compZ
362711, 1709828409, "2024/3/7 16:20:9",  -49,  -68,  988,  13,  -16,  3,  -42,  2,  -38
362836, 1709828409, "2024/3/7 16:20:9",  41,  6,  984,  15,  -18,  2,  -43,  0,  -37
362961, 1709828409, "2024/3/7 16:20:9",  102,  20,  1023,  -2,  0,  17,  -44,  0,  -35
363086, 1709828409, "2024/3/7 16:20:9",  69,  1,  1052,  -12,  25,  18,  -43,  2,  -37
363211, 1709828409, "2024/3/7 16:20:9",  -11,  -40,  1061,  -12,  31,  18,  -41,  5,  -40
363336, 1709828409, "2024/3/7 16:20:9",  -51,  -57,  1026,  -4,  21,  16,  -39,  6,  -41
363461, 1709828409, "2024/3/7 16:20:9",  -55,  -27,  996,  2,  5,  16,  -37,  7,  -41
363586, 1709828409, "2024/3/7 16:20:9",  -55,  -21,  969,  0,  -10,  16,  -37,  8,  -41
363711, 1709828410, "2024/3/7 16:20:10",  -43,  -34,  950,  -1,  -25,  15,  -38,  8,  -39
363836, 1709828410, "2024/3/7 16:20:10",  -22,  -59,  924,  6,  -35,  15,  -40,  11,  -38
363961, 1709828410, "2024/3/7 16:20:10",  7,  -37,  907,  13,  -38,  14,  -42,  9,  -36
364086, 1709828410, "2024/3/7 16:20:10",  64,  0,  933,  10,  -29,  13,  -44,  9,  -35
364211, 1709828410, "2024/3/7 16:20:10",  114,  19,  998,  -1,  -4,  14,  -48,  10,  -34
364336, 1709828410, "2024/3/7 16:20:10",  89,  -13,  1044,  -10,  25,  16,  -46,  12,  -34
364461, 1709828410, "2024/3/7 16:20:10",  -7,  -55,  1071,  -7,  35,  16,  -44,  14,  -35
364587, 1709828410, "2024/3/7 16:20:10",  -91,  -66,  1047,  4,  18,  14,  -41,  13,  -37
364712, 1709828411, "2024/3/7 16:20:11",  -78,  -24,  1011,  10,  -9,  13,  -40,  14,  -38
364837, 1709828411, "2024/3/7 16:20:11",  10,  19,  987,  3,  -18,  14,  -41,  14,  -37
364962, 1709828411, "2024/3/7 16:20:11",  70,  7,  988,  -8,  -7,  14,  -43,  14,  -36
365087, 1709828411, "2024/3/7 16:20:11",  60,  -48,  1013,  -8,  12,  15,  -43,  17,  -36
365212, 1709828411, "2024/3/7 16:20:11",  15,  -72,  1053,  3,  22,  14,  -40,  17,  -37
365337, 1709828411, "2024/3/7 16:20:11",  -13,  -51,  1074,  13,  21,  13,  -37,  17,  -38
365462, 1709828411, "2024/3/7 16:20:11",  -5,  -4,  1049,  13,  16,  13,  -37,  17,  -38
365587, 1709828411, "2024/3/7 16:20:11",  -16,  20,  993,  3,  13,  14,  -34,  18,  -39
365712, 1709828412, "2024/3/7 16:20:12",  -59,  8,  965,  -9,  3,  15,  -33,  17,  -41
365837, 1709828412, "2024/3/7 16:20:12",  -95,  -25,  942,  -14,  -19,  15,  -33,  20,  -39
365962, 1709828412, "2024/3/7 16:20:12",  -79,  -39,  920,  -12,  -44,  14,  -34,  21,  -38
366087, 1709828412, "2024/3/7 16:20:12",  -1,  -31,  893,  -11,  -55,  14,  -38,  21,  -36
366212, 1709828412, "2024/3/7 16:20:12",  116,  -43,  922,  -10,  -38,  14,  -41,  23,  -31
366337, 1709828412, "2024/3/7 16:20:12",  179,  -65,  1001,  -1,  5,  14,  -42,  25,  -30
366462, 1709828412, "2024/3/7 16:20:12",  101,  -69,  1062,  11,  45,  14,  -40,  25,  -33
366587, 1709828412, "2024/3/7 16:20:12",  -83,  -26,  1077,  18,  44,  13,  -36,  25,  -37
366712, 1709828413, "2024/3/7 16:20:13",  -163,  6,  1045,  12,  6,  12,  -33,  25,  -37
366837, 1709828413, "2024/3/7 16:20:13",  -70,  28,  989,  -2,  -29,  13,  -33,  24,  -37
366962, 1709828413, "2024/3/7 16:20:13",  80,  -5,  973,  -13,  -27,  14,  -35,  26,  -38
367087, 1709828413, "2024/3/7 16:20:13",  124,  -67,  992,  -11,  4,  14,  -34,  27,  -35
367212, 1709828413, "2024/3/7 16:20:13",  47,  -101,  1027,  6,  29,  13,  -34,  27,  -34
367337, 1709828413, "2024/3/7 16:20:13",  -52,  -65,  1059,  23,  25,  12,  -30,  28,  -36
367462, 1709828413, "2024/3/7 16:20:13",  -54,  2,  1065,  25,  6,  11,  -27,  25,  -41
367587, 1709828413, "2024/3/7 16:20:13",  17,  29,  1040,  12,  0,  12,  -29,  25,  -41
367712, 1709828414, "2024/3/7 16:20:14",  40,  7,  1008,  1,  9,  13,  -27,  23,  -39
367837, 1709828414, "2024/3/7 16:20:14",  -18,  1,  983,  -5,  12,  13,  -27,  26,  -40
367962, 1709828414, "2024/3/7 16:20:14",  -96,  12,  941,  -12,  -5,  13,  -25,  25,  -40
368087, 1709828414, "2024/3/7 16:20:14",  -112,  50,  874,  -27,  -34,  14,  -25,  27,  -40
368212, 1709828414, "2024/3/7 16:20:14",  -32,  23,  844,  -45,  -52,  15,  -28,  30,  -36
368337, 1709828414, "2024/3/7 16:20:14",  112,  -105,  912,  -42,  -39,  16,  -30,  33,  -32
368462, 1709828414, "2024/3/7 16:20:14",  191,  -222,  1031,  -3,  5,  14,  -29,  37,  -30
368587, 1709828414, "2024/3/7 16:20:14",  95,  -173,  1090,  47,  45,  11,  -27,  36,  -32
368712, 1709828415, "2024/3/7 16:20:15",  -89,  22,  1077,  59,  41,  10,  -23,  33,  -35
368837, 1709828415, "2024/3/7 16:20:15",  -158,  148,  1028,  25,  3,  12,  -23,  27,  -38
368962, 1709828415, "2024/3/7 16:20:15",  -56,  123,  968,  -24,  -29,  14,  -23,  28,  -41
369087, 1709828415, "2024/3/7 16:20:15",  66,  -15,  960,  -46,  -25,  16,  -25,  32,  -37
369212, 1709828415, "2024/3/7 16:20:15",  107,  -175,  990,  -25,  2,  15,  -24,  36,  -33
369337, 1709828415, "2024/3/7 16:20:15",  34,  -198,  1029,  22,  21,  12,  -23,  36,  -34
369462, 1709828415, "2024/3/7 16:20:15",  -39,  -75,  1042,  53,  17,  10,  -19,  34,  -37
369587, 1709828415, "2024/3/7 16:20:15",  -40,  60,  1050,  46,  3,  10,  -19,  29,  -40
369712, 1709828416, "2024/3/7 16:20:16",  15,  103,  1050,  15,  -2,  12,  -18,  26,  -42
369837, 1709828416, "2024/3/7 16:20:16",  20,  38,  1034,  -14,  3,  14,  -19,  26,  -42
369963, 1709828416, "2024/3/7 16:20:16",  -17,  -18,  989,  -24,  3,  14,  -19,  27,  -40
370088, 1709828416, "2024/3/7 16:20:16",  -39,  -17,  903,  -27,  -5,  14,  -15,  30,  -39
370213, 1709828416, "2024/3/7 16:20:16",  -40,  23,  819,  -35,  -16,  15,  -16,  31,  -37
370338, 1709828416, "2024/3/7 16:20:16",  9,  -24,  847,  -43,  -20,  15,  -18,  35,  -37
370463, 1709828416, "2024/3/7 16:20:16",  69,  -135,  980,  -30,  -8,  15,  -17,  39,  -33
370588, 1709828416, "2024/3/7 16:20:16",  49,  -201,  1089,  10,  11,  12,  -16,  38,  -31
370713, 1709828417, "2024/3/7 16:20:17",  -10,  -106,  1101,  45,  14,  10,  -13,  37,  -34
370838, 1709828417, "2024/3/7 16:20:17",  -49,  42,  1054,  44,  1,  10,  -12,  33,  -38
370963, 1709828417, "2024/3/7 16:20:17",  -28,  110,  1003,  13,  -11,  11,  -14,  31,  -40
371088, 1709828417, "2024/3/7 16:20:17",  53,  55,  1035,  -16,  -1,  34,  -12,  30,  -38
371213, 1709828417, "2024/3/7 16:20:17",  11,  -49,  994,  -21,  6,  34,  -11,  32,  -37
371338, 1709828417, "2024/3/7 16:20:17",  -21,  -110,  1002,  -5,  6,  32,  -8,  33,  -37
371463, 1709828417, "2024/3/7 16:20:17",  -42,  -84,  1014,  15,  -4,  31,  -6,  32,  -36
371588, 1709828417, "2024/3/7 16:20:17",  -17,  -24,  1014,  20,  -15,  30,  -6,  29,  -39
371713, 1709828418, "2024/3/7 16:20:18",  36,  -25,  1045,  18,  -15,  30,  -6,  28,  -41
371838, 1709828418, "2024/3/7 16:20:18",  36,  -49,  1078,  20,  -6,  29,  -6,  26,  -42
371963, 1709828418, "2024/3/7 16:20:18",  16,  -7,  1069,  21,  0,  29,  -5,  23,  -42
372088, 1709828418, "2024/3/7 16:20:18",  11,  52,  993,  7,  1,  30,  -5,  20,  -44
372213, 1709828418, "2024/3/7 16:20:18",  40,  95,  873,  -20,  8,  32,  -3,  18,  -44
372338, 1709828418, "2024/3/7 16:20:18",  62,  80,  796,  -50,  24,  34,  -1,  21,  -42
372463, 1709828418, "2024/3/7 16:20:18",  36,  -39,  848,  -61,  42,  34,  4,  25,  -39
372588, 1709828418, "2024/3/7 16:20:18",  -97,  -204,  994,  -31,  38,  31,  8,  27,  -36
372713, 1709828419, "2024/3/7 16:20:19",  -204,  -220,  1090,  24,  -6,  27,  7,  26,  -33
372838, 1709828419, "2024/3/7 16:20:19",  -115,  -38,  1076,  52,  -55,  24,  8,  20,  -39
372963, 1709828419, "2024/3/7 16:20:19",  103,  101,  1029,  29,  -58,  25,  5,  17,  -41
373088, 1709828419, "2024/3/7 16:20:19",  210,  81,  1000,  -7,  -11,  28,  1,  14,  -42
373213, 1709828419, "2024/3/7 16:20:19",  108,  -9,  975,  -23,  35,  30,  5,  14,  -42
373338, 1709828419, "2024/3/7 16:20:19",  -80,  -93,  986,  -13,  37,  29,  6,  14,  -40
373463, 1709828419, "2024/3/7 16:20:19",  -172,  -109,  1012,  8,  -2,  26,  9,  14,  -40
373588, 1709828419, "2024/3/7 16:20:19",  -64,  -32,  1024,  20,  -39,  25,  8,  10,  -40
373713, 1709828420, "2024/3/7 16:20:20",  82,  28,  1016,  9,  -37,  25,  2,  7,  -42
373838, 1709828420, "2024/3/7 16:20:20",  116,  18,  1018,  -7,  -7,  26,  1,  5,  -43
373963, 1709828420, "2024/3/7 16:20:20",  14,  -51,  1054,  -9,  13,  27,  2,  5,  -43
374088, 1709828420, "2024/3/7 16:20:20",  -98,  -77,  1086,  2,  -1,  26,  3,  5,  -43
374213, 1709828420, "2024/3/7 16:20:20",  -60,  -32,  1027,  9,  -28,  25,  2,  3,  -44
374338, 1709828420, "2024/3/7 16:20:20",  94,  -1,  917,  4,  -23,  25,  -2,  0,  -44
374463, 1709828420, "2024/3/7 16:20:20",  204,  -16,  818,  1,  21,  26,  -5,  0,  -46
374588, 1709828420, "2024/3/7 16:20:20",  172,  -40,  817,  7,  75,  26,  1,  -3,  -42
374713, 1709828421, "2024/3/7 16:20:21",  -72,  -24,  936,  14,  91,  26,  8,  -2,  -41
374838, 1709828421, "2024/3/7 16:20:21",  -341,  41,  1063,  8,  27,  26,  10,  -6,  -34
374963, 1709828421, "2024/3/7 16:20:21",  -285,  48,  1081,  -16,  -65,  25,  8,  -6,  -36
375088, 1709828421, "2024/3/7 16:20:21",  38,  -36,  1019,  -31,  -98,  25,  1,  -6,  -40
375213, 1709828421, "2024/3/7 16:20:21",  273,  -122,  987,  -18,  -48,  24,  -5,  -7,  -44
375339, 1709828421, "2024/3/7 16:20:21",  246,  -122,  959,  11,  30,  23,  -7,  -7,  -44
375464, 1709828421, "2024/3/7 16:20:21",  33,  -42,  968,  29,  68,  23,  -2,  -9,  -43
375589, 1709828421, "2024/3/7 16:20:21",  -195,  59,  1007,  21,  40,  23,  0,  -12,  -40
375714, 1709828422, "2024/3/7 16:20:22",  -233,  95,  1022,  -9,  -25,  24,  0,  -14,  -40
375839, 1709828422, "2024/3/7 16:20:22",  -44,  25,  991,  -36,  -62,  25,  -4,  -14,  -41
375964, 1709828422, "2024/3/7 16:20:22",  165,  -117,  1007,  -32,  -40,  25,  -10,  -10,  -43
376089, 1709828422, "2024/3/7 16:20:22",  163,  -174,  1049,  3,  11,  23,  -11,  -9,  -44
376214, 1709828422, "2024/3/7 16:20:22",  3,  -41,  1053,  27,  32,  21,  -9,  -11,  -44
376339, 1709828422, "2024/3/7 16:20:22",  -106,  88,  1018,  11,  13,  22,  -9,  -14,  -42
376464, 1709828422, "2024/3/7 16:20:22",  -81,  51,  951,  -18,  -15,  24,  -11,  -13,  -43
376589, 1709828422, "2024/3/7 16:20:22",  26,  -102,  893,  -18,  -22,  23,  -12,  -10,  -42
376714, 1709828423, "2024/3/7 16:20:23",  122,  -210,  882,  21,  1,  21,  -14,  -12,  -43
376839, 1709828423, "2024/3/7 16:20:23",  111,  -127,  920,  63,  33,  19,  -15,  -17,  -42
