millis,stamp,datetime,accX,accY,accZ
107295, 1707234570, "2024/2/6 15:49:30",  -54,  16,  1012
107545, 1707234570, "2024/2/6 15:49:30",  -51,  20,  1006
107795, 1707234570, "2024/2/6 15:49:30",  -52,  36,  995
108045, 1707234570, "2024/2/6 15:49:30",  -55,  16,  995
108295, 1707234571, "2024/2/6 15:49:31",  -55,  34,  999
108545, 1707234571, "2024/2/6 15:49:31",  -53,  11,  1014
108795, 1707234571, "2024/2/6 15:49:31",  -54,  14,  1013
109045, 1707234571, "2024/2/6 15:49:31",  -52,  12,  1012
109295, 1707234572, "2024/2/6 15:49:32",  -53,  -7,  1002
109545, 1707234572, "2024/2/6 15:49:32",  -53,  14,  998
109795, 1707234572, "2024/2/6 15:49:32",  -54,  -3,  1002
110045, 1707234572, "2024/2/6 15:49:32",  -56,  7,  1008
110295, 1707234573, "2024/2/6 15:49:33",  -57,  20,  1007
110545, 1707234573, "2024/2/6 15:49:33",  -53,  17,  1009
110795, 1707234573, "2024/2/6 15:49:33",  -50,  31,  1000
111045, 1707234573, "2024/2/6 15:49:33",  -54,  18,  999
111295, 1707234574, "2024/2/6 15:49:34",  -57,  30,  994
111545, 1707234574, "2024/2/6 15:49:34",  -55,  24,  1004
111795, 1707234574, "2024/2/6 15:49:34",  -53,  6,  1014
112045, 1707234574, "2024/2/6 15:49:34",  -55,  21,  1010
112295, 1707234575, "2024/2/6 15:49:35",  -57,  2,  1010
112545, 1707234575, "2024/2/6 15:49:35",  -51,  13,  998
112795, 1707234575, "2024/2/6 15:49:35",  -53,  4,  1001
113045, 1707234575, "2024/2/6 15:49:35",  -52,  5,  1002
113295, 1707234576, "2024/2/6 15:49:36",  -53,  16,  1006
113545, 1707234576, "2024/2/6 15:49:36",  -55,  12,  1013
113795, 1707234576, "2024/2/6 15:49:36",  -54,  23,  1007
114045, 1707234576, "2024/2/6 15:49:36",  -51,  19,  995
114295, 1707234577, "2024/2/6 15:49:37",  -55,  23,  994
114545, 1707234577, "2024/2/6 15:49:37",  -53,  30,  999
114795, 1707234577, "2024/2/6 15:49:37",  -56,  9,  1006
115045, 1707234577, "2024/2/6 15:49:37",  -54,  21,  1012
115295, 1707234578, "2024/2/6 15:49:38",  -52,  5,  1012
115545, 1707234578, "2024/2/6 15:49:38",  -54,  13,  1001
115795, 1707234578, "2024/2/6 15:49:38",  -55,  7,  998
116045, 1707234578, "2024/2/6 15:49:38",  -55,  0,  993
116295, 1707234579, "2024/2/6 15:49:39",  -55,  17,  1000
116545, 1707234579, "2024/2/6 15:49:39",  -55,  6,  1015
116795, 1707234579, "2024/2/6 15:49:39",  -51,  24,  1011
117045, 1707234579, "2024/2/6 15:49:39",  -54,  25,  1003
117295, 1707234580, "2024/2/6 15:49:40",  -52,  32,  992
117545, 1707234580, "2024/2/6 15:49:40",  -50,  33,  989
117795, 1707234580, "2024/2/6 15:49:40",  -54,  14,  1002
118045, 1707234580, "2024/2/6 15:49:40",  -52,  26,  1011
118295, 1707234581, "2024/2/6 15:49:41",  -55,  16,  1015
118545, 1707234581, "2024/2/6 15:49:41",  -52,  9,  1009
118795, 1707234581, "2024/2/6 15:49:41",  -50,  7,  1005
119045, 1707234581, "2024/2/6 15:49:41",  -51,  -1,  998
119296, 1707234582, "2024/2/6 15:49:42",  -54,  10,  1000
119546, 1707234582, "2024/2/6 15:49:42",  -58,  9,  1011
119796, 1707234582, "2024/2/6 15:49:42",  -55,  12,  1010
120046, 1707234582, "2024/2/6 15:49:42",  -54,  20,  1008
