millis,stamp,datetime,accX,accY,accZ,gyroX,gyroY,gyroZ,compX,compY,compZ
736455, 1710496285, "2024/3/15 9:51:25",  -127,  -6,  992,  0,  0,  0,  17,  8,  -42
736655, 1710496286, "2024/3/15 9:51:26",  -120,  2,  993,  0,  0,  -1,  18,  9,  -40
736855, 1710496286, "2024/3/15 9:51:26",  -119,  -5,  996,  1,  -1,  0,  18,  8,  -42
737055, 1710496286, "2024/3/15 9:51:26",  -126,  -1,  991,  0,  0,  -1,  18,  9,  -41
737255, 1710496286, "2024/3/15 9:51:26",  -121,  -2,  1002,  0,  0,  -1,  19,  9,  -42
737455, 1710496286, "2024/3/15 9:51:26",  -122,  0,  995,  0,  -1,  -1,  17,  9,  -41
737655, 1710496287, "2024/3/15 9:51:27",  -123,  -5,  1002,  0,  0,  -1,  17,  8,  -41
737855, 1710496287, "2024/3/15 9:51:27",  -129,  -7,  1000,  0,  0,  0,  19,  6,  -40
738055, 1710496287, "2024/3/15 9:51:27",  -135,  3,  990,  0,  -1,  0,  19,  8,  -42
738255, 1710496287, "2024/3/15 9:51:27",  -136,  -8,  994,  0,  0,  0,  19,  8,  -42
738455, 1710496287, "2024/3/15 9:51:27",  -129,  -4,  996,  0,  1,  -1,  19,  9,  -42
738655, 1710496288, "2024/3/15 9:51:28",  -109,  -15,  997,  0,  0,  0,  18,  8,  -40
738855, 1710496288, "2024/3/15 9:51:28",  -114,  -16,  992,  0,  -1,  0,  18,  9,  -40
739055, 1710496288, "2024/3/15 9:51:28",  -133,  -23,  1001,  0,  -1,  0,  18,  8,  -42
739255, 1710496288, "2024/3/15 9:51:28",  -138,  -12,  1000,  1,  0,  0,  19,  7,  -41
739456, 1710496288, "2024/3/15 9:51:28",  -133,  -5,  992,  0,  0,  -1,  18,  6,  -40
739656, 1710496289, "2024/3/15 9:51:29",  -120,  -8,  1000,  1,  -1,  -1,  19,  8,  -41
739856, 1710496289, "2024/3/15 9:51:29",  -116,  -19,  991,  0,  0,  0,  17,  8,  -42
740056, 1710496289, "2024/3/15 9:51:29",  -125,  -12,  999,  0,  -1,  0,  18,  8,  -40
740256, 1710496289, "2024/3/15 9:51:29",  -123,  -3,  996,  0,  -1,  -1,  18,  8,  -40
740456, 1710496289, "2024/3/15 9:51:29",  -119,  0,  999,  0,  0,  -1,  19,  9,  -41
740656, 1710496290, "2024/3/15 9:51:30",  -126,  3,  999,  0,  0,  -1,  18,  9,  -43
740856, 1710496290, "2024/3/15 9:51:30",  -123,  -6,  1000,  0,  0,  -1,  17,  9,  -41
741056, 1710496290, "2024/3/15 9:51:30",  -123,  -18,  998,  0,  0,  -1,  19,  9,  -42
741256, 1710496290, "2024/3/15 9:51:30",  -124,  -2,  998,  -1,  1,  -1,  17,  8,  -41
741456, 1710496290, "2024/3/15 9:51:30",  -116,  -7,  999,  -1,  0,  -1,  17,  8,  -42
741656, 1710496291, "2024/3/15 9:51:31",  -117,  -6,  997,  0,  -1,  -1,  20,  7,  -42
741856, 1710496291, "2024/3/15 9:51:31",  -139,  8,  1000,  0,  -1,  0,  19,  8,  -42
742056, 1710496291, "2024/3/15 9:51:31",  -137,  -2,  995,  1,  0,  0,  18,  9,  -40
742256, 1710496291, "2024/3/15 9:51:31",  -140,  2,  992,  1,  0,  0,  18,  7,  -41
742456, 1710496291, "2024/3/15 9:51:31",  -120,  2,  994,  0,  -1,  -1,  18,  8,  -41
742656, 1710496292, "2024/3/15 9:51:32",  -123,  -15,  998,  1,  0,  -1,  19,  8,  -42
742856, 1710496292, "2024/3/15 9:51:32",  -127,  -13,  997,  0,  0,  -1,  17,  7,  -42
743056, 1710496292, "2024/3/15 9:51:32",  -125,  -13,  996,  -1,  0,  0,  19,  8,  -42
743256, 1710496292, "2024/3/15 9:51:32",  -125,  -29,  998,  0,  0,  -1,  17,  8,  -40
743456, 1710496292, "2024/3/15 9:51:32",  -117,  -12,  998,  0,  1,  0,  18,  8,  -41
743656, 1710496293, "2024/3/15 9:51:33",  -108,  1,  998,  0,  -1,  0,  17,  9,  -40
743856, 1710496293, "2024/3/15 9:51:33",  -130,  1,  995,  1,  -2,  0,  19,  7,  -42
744056, 1710496293, "2024/3/15 9:51:33",  -139,  8,  999,  0,  -1,  -1,  19,  8,  -41
744256, 1710496293, "2024/3/15 9:51:33",  -125,  5,  1007,  1,  0,  -1,  18,  9,  -40
744456, 1710496293, "2024/3/15 9:51:33",  -133,  11,  993,  1,  -1,  -1,  19,  8,  -41
744656, 1710496294, "2024/3/15 9:51:34",  -141,  -14,  997,  1,  0,  0,  17,  9,  -42
744856, 1710496294, "2024/3/15 9:51:34",  -112,  -20,  1000,  1,  1,  -1,  18,  7,  -43
745056, 1710496294, "2024/3/15 9:51:34",  -109,  -12,  1003,  1,  1,  0,  18,  8,  -41
745256, 1710496294, "2024/3/15 9:51:34",  -103,  3,  1002,  0,  -1,  0,  18,  8,  -40
745456, 1710496294, "2024/3/15 9:51:34",  -125,  -12,  995,  0,  -1,  -1,  18,  8,  -40
745656, 1710496295, "2024/3/15 9:51:35",  -125,  -23,  998,  1,  0,  0,  19,  7,  -41
745856, 1710496295, "2024/3/15 9:51:35",  -134,  -27,  1000,  0,  0,  -1,  17,  8,  -41
746056, 1710496295, "2024/3/15 9:51:35",  -123,  -25,  993,  0,  0,  0,  17,  7,  -40
746256, 1710496295, "2024/3/15 9:51:35",  -110,  -18,  998,  -1,  0,  -1,  17,  7,  -41
746456, 1710496295, "2024/3/15 9:51:35",  -125,  -5,  997,  -1,  0,  -1,  17,  8,  -41
746656, 1710496296, "2024/3/15 9:51:36",  -128,  -2,  999,  0,  -1,  0,  17,  8,  -43
746856, 1710496296, "2024/3/15 9:51:36",  -136,  4,  993,  0,  -1,  -1,  18,  8,  -40
747056, 1710496296, "2024/3/15 9:51:36",  -142,  0,  995,  -1,  0,  -1,  18,  7,  -40
747256, 1710496296, "2024/3/15 9:51:36",  -112,  7,  997,  -1,  0,  -1,  19,  8,  -40
747456, 1710496296, "2024/3/15 9:51:36",  -117,  3,  998,  0,  0,  -1,  20,  8,  -40
747656, 1710496297, "2024/3/15 9:51:37",  -118,  1,  996,  0,  0,  -1,  18,  9,  -41
747856, 1710496297, "2024/3/15 9:51:37",  -91,  5,  1001,  -1,  0,  -1,  17,  8,  -40
748056, 1710496297, "2024/3/15 9:51:37",  -87,  -51,  993,  0,  -2,  0,  19,  9,  -41
748256, 1710496297, "2024/3/15 9:51:37",  -132,  -30,  993,  1,  -1,  -1,  19,  9,  -42
748456, 1710496297, "2024/3/15 9:51:37",  -141,  -27,  1012,  1,  -2,  0,  19,  8,  -39
748656, 1710496298, "2024/3/15 9:51:38",  -149,  -9,  987,  -1,  0,  -1,  18,  10,  -41
748856, 1710496298, "2024/3/15 9:51:38",  -115,  -21,  989,  0,  2,  0,  17,  8,  -42
749056, 1710496298, "2024/3/15 9:51:38",  -117,  -3,  1014,  1,  0,  0,  17,  8,  -40
749256, 1710496298, "2024/3/15 9:51:38",  -125,  1,  1032,  0,  -1,  -1,  18,  9,  -41
749456, 1710496298, "2024/3/15 9:51:38",  -129,  1,  997,  1,  0,  0,  17,  8,  -41
749656, 1710496299, "2024/3/15 9:51:39",  -115,  3,  1002,  0,  1,  0,  19,  7,  -41
749856, 1710496299, "2024/3/15 9:51:39",  -123,  -62,  1000,  -4,  -5,  2,  18,  9,  -41
750056, 1710496299, "2024/3/15 9:51:39",  -142,  10,  999,  -3,  1,  0,  17,  8,  -42
750256, 1710496299, "2024/3/15 9:51:39",  -104,  15,  997,  1,  -2,  0,  18,  8,  -40
750456, 1710496299, "2024/3/15 9:51:39",  -141,  -4,  995,  1,  -2,  0,  18,  9,  -41
750656, 1710496300, "2024/3/15 9:51:40",  -130,  -22,  999,  -2,  -1,  -1,  18,  8,  -41
750856, 1710496300, "2024/3/15 9:51:40",  -122,  -69,  968,  1,  0,  -1,  18,  8,  -41
751056, 1710496300, "2024/3/15 9:51:40",  -153,  -24,  980,  1,  -1,  0,  16,  9,  -41
751256, 1710496300, "2024/3/15 9:51:40",  -113,  -25,  1000,  0,  1,  -1,  16,  8,  -41
751456, 1710496300, "2024/3/15 9:51:40",  -82,  -53,  990,  -1,  -2,  -1,  17,  8,  -40
751656, 1710496301, "2024/3/15 9:51:41",  -137,  -15,  997,  1,  0,  -1,  18,  8,  -40
751856, 1710496301, "2024/3/15 9:51:41",  -130,  -11,  997,  0,  -1,  0,  18,  9,  -42
752056, 1710496301, "2024/3/15 9:51:41",  -119,  -39,  1003,  -1,  -1,  -1,  17,  9,  -40
752256, 1710496301, "2024/3/15 9:51:41",  -123,  1,  986,  -2,  -1,  -1,  17,  8,  -42
752456, 1710496301, "2024/3/15 9:51:41",  -128,  -14,  1004,  1,  -1,  0,  18,  8,  -40
752656, 1710496302, "2024/3/15 9:51:42",  -113,  -7,  1006,  -1,  0,  -1,  18,  8,  -40
752856, 1710496302, "2024/3/15 9:51:42",  -106,  -2,  997,  0,  -1,  0,  17,  9,  -41
753056, 1710496302, "2024/3/15 9:51:42",  -117,  -16,  1001,  2,  -2,  0,  17,  8,  -40
753256, 1710496302, "2024/3/15 9:51:42",  -147,  -46,  1000,  0,  -1,  0,  18,  8,  -41
753456, 1710496302, "2024/3/15 9:51:42",  -146,  -21,  992,  -3,  1,  -1,  18,  8,  -40
753656, 1710496303, "2024/3/15 9:51:43",  -79,  -12,  1010,  -4,  0,  -1,  19,  9,  -40
753856, 1710496303, "2024/3/15 9:51:43",  -106,  -24,  992,  0,  -2,  -1,  17,  9,  -40
754056, 1710496303, "2024/3/15 9:51:43",  -110,  -43,  1000,  0,  -1,  0,  18,  8,  -41
754256, 1710496303, "2024/3/15 9:51:43",  -132,  -44,  1000,  0,  0,  0,  17,  8,  -41
754456, 1710496303, "2024/3/15 9:51:43",  -117,  -44,  993,  -1,  1,  0,  16,  8,  -40
754656, 1710496304, "2024/3/15 9:51:44",  -107,  12,  995,  -1,  1,  0,  17,  8,  -40
754856, 1710496304, "2024/3/15 9:51:44",  -102,  -7,  998,  0,  0,  0,  17,  8,  -40
755056, 1710496304, "2024/3/15 9:51:44",  -111,  -16,  1003,  0,  -2,  -1,  18,  8,  -41
755256, 1710496304, "2024/3/15 9:51:44",  -120,  -28,  994,  0,  -1,  -1,  16,  8,  -39
755456, 1710496304, "2024/3/15 9:51:44",  -121,  -33,  995,  0,  -1,  -1,  18,  8,  -40
