millis,stamp,datetime,accX,accY,accZ,gyroX,gyroY,gyroZ,compX,compY,compZ
1837638, 1710497387, "2024/3/15 10:9:47",  -31,  145,  1092,  45,  -12,  -2,  17,  5,  -42
1837838, 1710497387, "2024/3/15 10:9:47",  -22,  147,  940,  -48,  7,  -1,  17,  7,  -41
1838038, 1710497388, "2024/3/15 10:9:48",  -74,  -230,  1001,  -28,  6,  -2,  16,  13,  -43
1838238, 1710497388, "2024/3/15 10:9:48",  -82,  -79,  1049,  56,  -4,  -2,  19,  11,  -43
1838438, 1710497388, "2024/3/15 10:9:48",  -39,  140,  1010,  25,  -15,  -2,  17,  4,  -42
1838638, 1710497388, "2024/3/15 10:9:48",  50,  92,  982,  -29,  24,  0,  18,  5,  -42
1838838, 1710497388, "2024/3/15 10:9:48",  -150,  -92,  965,  -38,  22,  0,  21,  10,  -41
1839038, 1710497389, "2024/3/15 10:9:49",  -170,  -121,  976,  23,  -30,  -2,  20,  11,  -42
1839238, 1710497389, "2024/3/15 10:9:49",  41,  132,  964,  14,  -40,  -1,  15,  6,  -43
1839438, 1710497389, "2024/3/15 10:9:49",  121,  25,  951,  -39,  34,  -1,  15,  9,  -43
1839638, 1710497389, "2024/3/15 10:9:49",  -207,  -202,  982,  9,  38,  0,  21,  12,  -42
1839838, 1710497389, "2024/3/15 10:9:49",  -192,  42,  964,  46,  -42,  -1,  21,  8,  -39
1840038, 1710497390, "2024/3/15 10:9:50",  117,  147,  950,  -17,  -26,  0,  16,  7,  -43
1840238, 1710497390, "2024/3/15 10:9:50",  16,  -71,  1008,  -34,  40,  1,  19,  10,  -43
1840438, 1710497390, "2024/3/15 10:9:50",  -230,  -105,  1048,  10,  3,  1,  20,  11,  -40
1840638, 1710497390, "2024/3/15 10:9:50",  18,  72,  945,  21,  -31,  0,  17,  11,  -41
1840838, 1710497390, "2024/3/15 10:9:50",  82,  65,  898,  -29,  30,  1,  17,  12,  -44
1841038, 1710497391, "2024/3/15 10:9:51",  -248,  -173,  1006,  -3,  16,  1,  22,  12,  -40
1841238, 1710497391, "2024/3/15 10:9:51",  -124,  -8,  1048,  48,  -65,  0,  20,  9,  -42
1841438, 1710497391, "2024/3/15 10:9:51",  234,  201,  1020,  -11,  4,  1,  12,  5,  -44
1841638, 1710497391, "2024/3/15 10:9:51",  -131,  -51,  921,  -51,  59,  2,  19,  11,  -43
1841838, 1710497391, "2024/3/15 10:9:51",  -224,  -139,  1024,  3,  -20,  1,  21,  14,  -41
1842038, 1710497392, "2024/3/15 10:9:52",  84,  8,  1067,  23,  -19,  1,  18,  12,  -43
1842238, 1710497392, "2024/3/15 10:9:52",  -21,  15,  995,  12,  29,  2,  18,  8,  -41
1842438, 1710497392, "2024/3/15 10:9:52",  -195,  19,  977,  4,  -6,  1,  20,  9,  -40
1842638, 1710497392, "2024/3/15 10:9:52",  -44,  -61,  1078,  6,  -42,  0,  16,  6,  -43
1842838, 1710497392, "2024/3/15 10:9:52",  121,  2,  1160,  30,  10,  2,  14,  5,  -43
1843038, 1710497393, "2024/3/15 10:9:53",  -112,  182,  1014,  -28,  46,  3,  19,  2,  -42
1843238, 1710497393, "2024/3/15 10:9:53",  -226,  -76,  863,  -51,  -21,  1,  21,  10,  -41
1843438, 1710497393, "2024/3/15 10:9:53",  79,  -169,  964,  9,  -32,  0,  16,  13,  -44
1843638, 1710497393, "2024/3/15 10:9:53",  -12,  28,  1070,  44,  26,  1,  16,  9,  -43
1843838, 1710497393, "2024/3/15 10:9:53",  -155,  86,  1027,  1,  -3,  1,  17,  5,  -41
1844038, 1710497394, "2024/3/15 10:9:54",  -20,  -40,  985,  -9,  -16,  1,  15,  5,  -41
1844238, 1710497394, "2024/3/15 10:9:54",  10,  -29,  1032,  12,  7,  2,  14,  4,  -41
1844438, 1710497394, "2024/3/15 10:9:54",  -87,  100,  1016,  -7,  15,  2,  15,  3,  -40
1844638, 1710497394, "2024/3/15 10:9:54",  -79,  -28,  894,  -37,  -7,  0,  17,  6,  -42
1844838, 1710497394, "2024/3/15 10:9:54",  22,  -184,  889,  22,  8,  1,  16,  9,  -42
1845038, 1710497395, "2024/3/15 10:9:55",  -109,  148,  952,  31,  15,  1,  17,  3,  -40
1845238, 1710497395, "2024/3/15 10:9:55",  -89,  79,  996,  -48,  -17,  -1,  18,  5,  -41
1845438, 1710497395, "2024/3/15 10:9:55",  8,  -230,  1049,  1,  -5,  0,  15,  9,  -43
1845638, 1710497395, "2024/3/15 10:9:55",  -73,  143,  1064,  21,  13,  0,  17,  5,  -42
1845838, 1710497395, "2024/3/15 10:9:55",  -162,  -5,  989,  -37,  -26,  -1,  17,  7,  -42
1846038, 1710497396, "2024/3/15 10:9:56",  98,  -166,  955,  20,  -13,  -1,  12,  9,  -44
1846238, 1710497396, "2024/3/15 10:9:56",  -68,  100,  924,  30,  30,  0,  15,  4,  -41
1846438, 1710497396, "2024/3/15 10:9:56",  -138,  55,  958,  -21,  -16,  0,  17,  3,  -44
1846638, 1710497396, "2024/3/15 10:9:56",  89,  -109,  1037,  -5,  5,  0,  14,  7,  -44
1846838, 1710497396, "2024/3/15 10:9:56",  -104,  -34,  1095,  31,  34,  0,  18,  8,  -42
1847038, 1710497397, "2024/3/15 10:9:57",  -123,  162,  1083,  -4,  -3,  0,  18,  3,  -38
1847238, 1710497397, "2024/3/15 10:9:57",  -57,  29,  920,  -63,  -9,  0,  19,  7,  -42
1847438, 1710497397, "2024/3/15 10:9:57",  -93,  -293,  915,  2,  -28,  -2,  16,  12,  -44
1847638, 1710497397, "2024/3/15 10:9:57",  78,  41,  985,  74,  -5,  0,  12,  5,  -43
1847838, 1710497397, "2024/3/15 10:9:57",  -43,  277,  979,  -21,  36,  2,  14,  0,  -41
