millis,stamp,datetime,accX,accY,accZ
105812, 1706974810, "2024/2/3 15:40:10",  21,  12,  1002
106062, 1706974810, "2024/2/3 15:40:10",  18,  13,  1004
106312, 1706974810, "2024/2/3 15:40:10",  17,  15,  1006
106562, 1706974811, "2024/2/3 15:40:11",  20,  20,  1006
106812, 1706974811, "2024/2/3 15:40:11",  19,  14,  1001
107062, 1706974811, "2024/2/3 15:40:11",  18,  15,  1005
107312, 1706974811, "2024/2/3 15:40:11",  23,  12,  1005
107563, 1706974812, "2024/2/3 15:40:12",  20,  12,  1001
107813, 1706974812, "2024/2/3 15:40:12",  21,  18,  1003
108063, 1706974812, "2024/2/3 15:40:12",  18,  18,  1002
108313, 1706974812, "2024/2/3 15:40:12",  13,  12,  1003
108563, 1706974813, "2024/2/3 15:40:13",  19,  10,  1004
108813, 1706974813, "2024/2/3 15:40:13",  19,  18,  1006
109063, 1706974813, "2024/2/3 15:40:13",  20,  14,  1005
109313, 1706974813, "2024/2/3 15:40:13",  22,  15,  1005
109563, 1706974814, "2024/2/3 15:40:14",  23,  16,  1001
109813, 1706974814, "2024/2/3 15:40:14",  21,  17,  1003
110063, 1706974814, "2024/2/3 15:40:14",  13,  12,  1006
110313, 1706974814, "2024/2/3 15:40:14",  11,  15,  1005
110563, 1706974815, "2024/2/3 15:40:15",  17,  14,  1005
110813, 1706974815, "2024/2/3 15:40:15",  20,  14,  1003
111063, 1706974815, "2024/2/3 15:40:15",  22,  19,  1007
111313, 1706974815, "2024/2/3 15:40:15",  20,  12,  1006
111563, 1706974816, "2024/2/3 15:40:16",  16,  14,  1003
111813, 1706974816, "2024/2/3 15:40:16",  16,  12,  1006
112063, 1706974816, "2024/2/3 15:40:16",  18,  10,  1002
112313, 1706974816, "2024/2/3 15:40:16",  19,  13,  1004
112563, 1706974817, "2024/2/3 15:40:17",  22,  14,  1005
112813, 1706974817, "2024/2/3 15:40:17",  20,  12,  1002
113063, 1706974817, "2024/2/3 15:40:17",  17,  11,  1005
113313, 1706974817, "2024/2/3 15:40:17",  28,  23,  981
113563, 1706974818, "2024/2/3 15:40:18",  21,  16,  1003
113813, 1706974818, "2024/2/3 15:40:18",  22,  15,  1004
114063, 1706974818, "2024/2/3 15:40:18",  23,  19,  1007
114313, 1706974818, "2024/2/3 15:40:18",  16,  15,  1001
114563, 1706974819, "2024/2/3 15:40:19",  15,  20,  1003
114813, 1706974819, "2024/2/3 15:40:19",  14,  20,  1007
115063, 1706974819, "2024/2/3 15:40:19",  25,  17,  1003
115313, 1706974819, "2024/2/3 15:40:19",  20,  13,  1001
115563, 1706974820, "2024/2/3 15:40:20",  18,  14,  1007
115813, 1706974820, "2024/2/3 15:40:20",  21,  17,  1003
116063, 1706974820, "2024/2/3 15:40:20",  16,  16,  1002
116313, 1706974820, "2024/2/3 15:40:20",  15,  23,  1006
116563, 1706974821, "2024/2/3 15:40:21",  15,  15,  1004
116813, 1706974821, "2024/2/3 15:40:21",  17,  15,  1005
117063, 1706974821, "2024/2/3 15:40:21",  20,  18,  1006
117313, 1706974821, "2024/2/3 15:40:21",  26,  14,  1004
117563, 1706974822, "2024/2/3 15:40:22",  26,  14,  1003
117813, 1706974822, "2024/2/3 15:40:22",  22,  11,  1004
118063, 1706974822, "2024/2/3 15:40:22",  12,  17,  1009
118313, 1706974822, "2024/2/3 15:40:22",  15,  14,  1003
118563, 1706974823, "2024/2/3 15:40:23",  19,  11,  1003
118813, 1706974823, "2024/2/3 15:40:23",  19,  17,  1002
119063, 1706974823, "2024/2/3 15:40:23",  19,  18,  1004
119313, 1706974823, "2024/2/3 15:40:23",  22,  12,  1005
119563, 1706974824, "2024/2/3 15:40:24",  19,  13,  1008
119813, 1706974824, "2024/2/3 15:40:24",  22,  11,  1003
120064, 1706974824, "2024/2/3 15:40:24",  18,  18,  1005
120314, 1706974824, "2024/2/3 15:40:24",  18,  20,  1001
120564, 1706974825, "2024/2/3 15:40:25",  20,  14,  1005
120814, 1706974825, "2024/2/3 15:40:25",  21,  20,  1003
121064, 1706974825, "2024/2/3 15:40:25",  23,  19,  1005
121314, 1706974825, "2024/2/3 15:40:25",  18,  17,  1005
