millis,stamp,datetime,accX,accY,accZ,gyroX,gyroY,gyroZ,compX,compY,compZ
4418706, 1710499970, "2024/3/15 10:52:50",  -486,  205,  821,  0,  -1,  -4,  32,  4,  -23
4418906, 1710499970, "2024/3/15 10:52:50",  -522,  227,  817,  -2,  -4,  -2,  32,  6,  -25
4419106, 1710499970, "2024/3/15 10:52:50",  -525,  225,  881,  -1,  -4,  -1,  32,  5,  -25
4419306, 1710499971, "2024/3/15 10:52:51",  -487,  202,  874,  -1,  -1,  -2,  32,  3,  -26
4419506, 1710499971, "2024/3/15 10:52:51",  -450,  187,  791,  0,  0,  -2,  33,  6,  -26
4419706, 1710499971, "2024/3/15 10:52:51",  -482,  203,  808,  5,  0,  0,  33,  7,  -26
4419906, 1710499971, "2024/3/15 10:52:51",  -544,  226,  881,  5,  1,  0,  32,  5,  -26
4420106, 1710499971, "2024/3/15 10:52:51",  -567,  262,  895,  6,  2,  2,  32,  4,  -23
4420306, 1710499972, "2024/3/15 10:52:52",  -490,  240,  883,  5,  1,  1,  32,  5,  -24
4420506, 1710499972, "2024/3/15 10:52:52",  -485,  238,  838,  2,  1,  0,  32,  3,  -25
4420706, 1710499972, "2024/3/15 10:52:52",  -534,  256,  865,  0,  0,  -1,  33,  3,  -22
4420907, 1710499972, "2024/3/15 10:52:52",  -536,  253,  906,  -3,  -1,  -1,  34,  4,  -24
4421107, 1710499972, "2024/3/15 10:52:52",  -529,  248,  902,  -5,  -2,  -2,  33,  3,  -24
4421307, 1710499973, "2024/3/15 10:52:53",  -494,  205,  823,  -6,  -3,  -1,  33,  4,  -25
4421507, 1710499973, "2024/3/15 10:52:53",  -461,  184,  804,  -4,  -5,  0,  31,  4,  -26
4421707, 1710499973, "2024/3/15 10:52:53",  -506,  220,  815,  -2,  -3,  1,  31,  5,  -27
4421907, 1710499973, "2024/3/15 10:52:53",  -512,  207,  857,  2,  -2,  3,  31,  6,  -27
4422107, 1710499973, "2024/3/15 10:52:53",  -469,  217,  833,  0,  2,  2,  32,  3,  -26
4422307, 1710499974, "2024/3/15 10:52:54",  -487,  210,  814,  2,  1,  1,  32,  5,  -25
4422507, 1710499974, "2024/3/15 10:52:54",  -545,  273,  859,  -1,  3,  1,  30,  2,  -27
4422707, 1710499974, "2024/3/15 10:52:54",  -541,  234,  885,  -2,  3,  1,  31,  4,  -26
4422907, 1710499974, "2024/3/15 10:52:54",  -485,  211,  851,  -1,  0,  0,  33,  4,  -26
4423107, 1710499974, "2024/3/15 10:52:54",  -482,  218,  810,  -3,  -1,  0,  31,  2,  -28
4423307, 1710499975, "2024/3/15 10:52:55",  -528,  221,  838,  -2,  -2,  1,  30,  6,  -27
4423507, 1710499975, "2024/3/15 10:52:55",  -534,  232,  869,  -1,  0,  1,  31,  5,  -26
4423707, 1710499975, "2024/3/15 10:52:55",  -478,  195,  852,  0,  0,  1,  30,  4,  -27
4423907, 1710499975, "2024/3/15 10:52:55",  -448,  195,  805,  0,  0,  2,  30,  4,  -29
4424107, 1710499975, "2024/3/15 10:52:55",  -529,  222,  837,  1,  1,  2,  31,  3,  -28
4424307, 1710499976, "2024/3/15 10:52:56",  -496,  223,  869,  -1,  4,  2,  31,  3,  -25
4424507, 1710499976, "2024/3/15 10:52:56",  -507,  210,  848,  -1,  0,  2,  30,  5,  -25
4424707, 1710499976, "2024/3/15 10:52:56",  -564,  246,  877,  -2,  1,  4,  31,  3,  -26
4424907, 1710499976, "2024/3/15 10:52:56",  -528,  216,  897,  1,  0,  4,  31,  0,  -24
4425107, 1710499976, "2024/3/15 10:52:56",  -489,  223,  849,  1,  -1,  4,  28,  0,  -25
4425307, 1710499977, "2024/3/15 10:52:57",  -482,  206,  818,  2,  -3,  5,  29,  -1,  -28
4425507, 1710499977, "2024/3/15 10:52:57",  -522,  235,  852,  2,  -3,  5,  30,  1,  -27
4425707, 1710499977, "2024/3/15 10:52:57",  -523,  263,  891,  3,  -1,  5,  27,  -2,  -26
4425907, 1710499977, "2024/3/15 10:52:57",  -481,  260,  867,  0,  0,  4,  26,  -2,  -27
4426107, 1710499977, "2024/3/15 10:52:57",  -516,  288,  874,  -2,  2,  3,  28,  -2,  -26
4426307, 1710499978, "2024/3/15 10:52:58",  -442,  244,  869,  -4,  6,  2,  28,  -3,  -25
4426507, 1710499978, "2024/3/15 10:52:58",  -475,  222,  824,  -6,  6,  1,  27,  -3,  -25
4426707, 1710499978, "2024/3/15 10:52:58",  -543,  236,  840,  -5,  3,  2,  27,  -3,  -27
4426907, 1710499978, "2024/3/15 10:52:58",  -542,  231,  858,  -5,  0,  4,  27,  -3,  -25
4427107, 1710499978, "2024/3/15 10:52:58",  -489,  211,  822,  -3,  -5,  4,  26,  -3,  -26
4427307, 1710499979, "2024/3/15 10:52:59",  -496,  224,  803,  -5,  -7,  4,  26,  -2,  -27
4427507, 1710499979, "2024/3/15 10:52:59",  -523,  223,  904,  -3,  -7,  5,  25,  -3,  -26
4427707, 1710499979, "2024/3/15 10:52:59",  -468,  252,  824,  -2,  1,  4,  24,  -2,  -30
4427907, 1710499979, "2024/3/15 10:52:59",  -467,  245,  834,  -3,  8,  2,  24,  -4,  -30
