millis,stamp,datetime,accX,accY,accZ,gyroX,gyroY,gyroZ,compX,compY,compZ
4602679, 1710500154, "2024/3/15 10:55:54",  -377,  345,  900,  -6,  -7,  4,  26,  0,  -28
4602880, 1710500154, "2024/3/15 10:55:54",  -329,  299,  843,  -8,  0,  1,  26,  1,  -28
4603080, 1710500154, "2024/3/15 10:55:54",  -318,  262,  859,  -4,  5,  1,  28,  0,  -30
4603280, 1710500155, "2024/3/15 10:55:55",  -395,  334,  857,  0,  3,  2,  27,  0,  -29
4603480, 1710500155, "2024/3/15 10:55:55",  -373,  315,  844,  2,  5,  0,  26,  0,  -29
4603680, 1710500155, "2024/3/15 10:55:55",  -401,  371,  869,  3,  3,  1,  27,  -2,  -27
4603880, 1710500155, "2024/3/15 10:55:55",  -395,  368,  844,  -1,  1,  1,  28,  -2,  -27
4604080, 1710500155, "2024/3/15 10:55:55",  -421,  386,  890,  -2,  -1,  1,  29,  0,  -27
4604280, 1710500156, "2024/3/15 10:55:56",  -338,  294,  888,  -3,  0,  -1,  27,  0,  -28
4604480, 1710500156, "2024/3/15 10:55:56",  -382,  329,  871,  -2,  1,  -4,  27,  1,  -27
4604680, 1710500156, "2024/3/15 10:55:56",  -426,  368,  881,  0,  2,  0,  27,  0,  -28
4604880, 1710500156, "2024/3/15 10:55:56",  -387,  331,  869,  3,  1,  1,  29,  3,  -27
4605080, 1710500156, "2024/3/15 10:55:56",  -430,  342,  910,  5,  -1,  3,  28,  -1,  -28
4605280, 1710500157, "2024/3/15 10:55:57",  -352,  310,  909,  9,  -3,  5,  27,  0,  -27
4605480, 1710500157, "2024/3/15 10:55:57",  -411,  396,  916,  7,  -6,  2,  29,  -3,  -26
4605680, 1710500157, "2024/3/15 10:55:57",  -434,  451,  930,  3,  -2,  2,  27,  -3,  -28
4605880, 1710500157, "2024/3/15 10:55:57",  -380,  378,  881,  -2,  -1,  1,  25,  -3,  -27
4606080, 1710500157, "2024/3/15 10:55:57",  -387,  327,  866,  -3,  -1,  -3,  26,  -3,  -26
4606280, 1710500158, "2024/3/15 10:55:58",  -392,  353,  869,  -2,  0,  -3,  26,  -3,  -25
4606480, 1710500158, "2024/3/15 10:55:58",  -355,  325,  820,  -1,  -1,  -5,  26,  -2,  -28
4606680, 1710500158, "2024/3/15 10:55:58",  -407,  357,  827,  -2,  -2,  -4,  28,  -2,  -27
4606880, 1710500158, "2024/3/15 10:55:58",  -333,  306,  860,  -1,  0,  -2,  27,  -3,  -27
4607080, 1710500158, "2024/3/15 10:55:58",  -288,  288,  830,  0,  2,  -4,  27,  -1,  -28
4607280, 1710500159, "2024/3/15 10:55:59",  -379,  373,  837,  -1,  3,  -6,  29,  0,  -29
4607480, 1710500159, "2024/3/15 10:55:59",  -409,  387,  822,  -4,  6,  -5,  28,  2,  -28
4607680, 1710500159, "2024/3/15 10:55:59",  -344,  268,  787,  -3,  0,  -6,  29,  0,  -28
4607880, 1710500159, "2024/3/15 10:55:59",  -368,  342,  785,  -1,  -3,  -4,  30,  3,  -28
4608080, 1710500159, "2024/3/15 10:55:59",  -395,  377,  821,  -3,  -5,  -5,  30,  3,  -29
4608280, 1710500160, "2024/3/15 10:56:0",  -343,  318,  826,  -4,  -6,  -4,  29,  3,  -30
4608480, 1710500160, "2024/3/15 10:56:0",  -337,  323,  856,  -1,  -4,  -3,  29,  6,  -31
4608680, 1710500160, "2024/3/15 10:56:0",  -375,  369,  881,  2,  -1,  -2,  30,  6,  -31
4608880, 1710500160, "2024/3/15 10:56:0",  -364,  383,  902,  4,  2,  -2,  30,  7,  -30
4609080, 1710500160, "2024/3/15 10:56:0",  -367,  386,  913,  5,  5,  -2,  30,  6,  -30
4609280, 1710500161, "2024/3/15 10:56:1",  -407,  394,  921,  5,  6,  -2,  30,  4,  -28
4609480, 1710500161, "2024/3/15 10:56:1",  -418,  377,  916,  5,  5,  0,  31,  4,  -27
4609680, 1710500161, "2024/3/15 10:56:1",  -430,  381,  916,  6,  2,  2,  31,  4,  -27
4609880, 1710500161, "2024/3/15 10:56:1",  -517,  399,  916,  5,  -3,  3,  30,  5,  -24
4610080, 1710500161, "2024/3/15 10:56:1",  -387,  354,  854,  8,  -7,  0,  32,  2,  -25
