millis,stamp,datetime,accX,accY,accZ,gyroX,gyroY,gyroZ,compX,compY,compZ
1287287, 1710496836, "2024/3/15 10:0:36",  -121,  -151,  831,  -3,  -43,  2,  9,  2,  -42
1287487, 1710496837, "2024/3/15 10:0:37",  115,  -14,  1020,  47,  -18,  4,  3,  -4,  -42
1287687, 1710496837, "2024/3/15 10:0:37",  -80,  188,  1153,  -8,  27,  4,  4,  -9,  -39
1287887, 1710496837, "2024/3/15 10:0:37",  -123,  -105,  1008,  -35,  -15,  2,  4,  -3,  -41
1288087, 1710496837, "2024/3/15 10:0:37",  68,  -95,  873,  23,  2,  3,  3,  -3,  -43
1288287, 1710496837, "2024/3/15 10:0:37",  -66,  149,  890,  1,  33,  4,  5,  -5,  -39
1288487, 1710496838, "2024/3/15 10:0:38",  -246,  -13,  984,  -46,  -28,  3,  6,  -1,  -41
1288687, 1710496838, "2024/3/15 10:0:38",  96,  -242,  1066,  17,  -44,  2,  -1,  2,  -44
1288887, 1710496838, "2024/3/15 10:0:38",  64,  90,  1057,  60,  41,  4,  -1,  -5,  -40
1289088, 1710496838, "2024/3/15 10:0:38",  -226,  207,  1017,  -32,  12,  3,  3,  -7,  -39
1289288, 1710496838, "2024/3/15 10:0:38",  -48,  -159,  971,  -45,  -34,  2,  1,  -1,  -42
1289488, 1710496839, "2024/3/15 10:0:39",  117,  -152,  1021,  38,  16,  3,  -2,  0,  -43
1289688, 1710496839, "2024/3/15 10:0:39",  -159,  115,  1069,  34,  37,  3,  3,  -8,  -40
1289888, 1710496839, "2024/3/15 10:0:39",  -189,  59,  1017,  -16,  -33,  2,  2,  -8,  -39
1290088, 1710496839, "2024/3/15 10:0:39",  61,  9,  911,  -26,  -36,  1,  -2,  -7,  -42
1290288, 1710496839, "2024/3/15 10:0:39",  59,  -35,  883,  -28,  19,  2,  -4,  -2,  -43
1290488, 1710496840, "2024/3/15 10:0:40",  -164,  -154,  1053,  16,  15,  2,  2,  0,  -43
1290688, 1710496840, "2024/3/15 10:0:40",  -120,  108,  1189,  31,  -33,  0,  0,  -5,  -41
1290888, 1710496840, "2024/3/15 10:0:40",  72,  -3,  1145,  -23,  -7,  1,  -4,  -6,  -40
1291088, 1710496840, "2024/3/15 10:0:40",  -68,  -143,  1041,  32,  21,  1,  -4,  -5,  -42
1291288, 1710496840, "2024/3/15 10:0:40",  -124,  209,  954,  10,  -4,  0,  -3,  -7,  -39
1291488, 1710496841, "2024/3/15 10:0:41",  -54,  -15,  904,  -62,  -23,  0,  -6,  -5,  -40
1291688, 1710496841, "2024/3/15 10:0:41",  70,  -262,  1030,  25,  7,  0,  -7,  0,  -43
1291888, 1710496841, "2024/3/15 10:0:41",  -109,  157,  1059,  46,  28,  1,  -3,  -6,  -40
1292088, 1710496841, "2024/3/15 10:0:41",  -171,  159,  946,  -43,  -19,  0,  -2,  -8,  -39
1292288, 1710496841, "2024/3/15 10:0:41",  49,  -188,  922,  -40,  -29,  -1,  -6,  0,  -42
1292488, 1710496842, "2024/3/15 10:0:42",  99,  -169,  1020,  58,  40,  1,  -7,  -3,  -42
1292688, 1710496842, "2024/3/15 10:0:42",  -210,  224,  1024,  30,  40,  0,  0,  -11,  -37
1292888, 1710496842, "2024/3/15 10:0:42",  -176,  69,  880,  -49,  -38,  -1,  0,  -9,  -40
1293088, 1710496842, "2024/3/15 10:0:42",  75,  -167,  843,  -26,  -38,  -2,  -7,  -2,  -43
1293288, 1710496842, "2024/3/15 10:0:42",  107,  -62,  966,  35,  34,  -1,  -5,  -3,  -42
1293488, 1710496843, "2024/3/15 10:0:43",  -157,  118,  993,  2,  44,  0,  1,  -6,  -40
1293688, 1710496843, "2024/3/15 10:0:43",  -205,  -38,  883,  -17,  -26,  -1,  2,  -6,  -42
1293888, 1710496843, "2024/3/15 10:0:43",  78,  -140,  931,  27,  -36,  -2,  -4,  -5,  -42
1294088, 1710496843, "2024/3/15 10:0:43",  90,  174,  1060,  21,  42,  0,  -4,  -9,  -38
1294288, 1710496843, "2024/3/15 10:0:43",  -235,  34,  987,  -55,  29,  0,  3,  -6,  -40
1294488, 1710496844, "2024/3/15 10:0:44",  -89,  -198,  949,  -1,  -39,  -2,  3,  -1,  -45
1294688, 1710496844, "2024/3/15 10:0:44",  69,  -4,  1021,  39,  1,  0,  -1,  -4,  -42
1294888, 1710496844, "2024/3/15 10:0:44",  -128,  100,  1026,  8,  5,  -1,  -2,  -8,  -39
1295088, 1710496844, "2024/3/15 10:0:44",  19,  94,  942,  -35,  -2,  0,  -1,  -6,  -39
1295288, 1710496844, "2024/3/15 10:0:44",  -117,  -104,  968,  -51,  15,  0,  0,  -1,  -44
1295488, 1710496845, "2024/3/15 10:0:45",  -152,  -291,  1143,  56,  -43,  -1,  -1,  2,  -44
1295688, 1710496845, "2024/3/15 10:0:45",  134,  273,  1153,  58,  -5,  0,  -5,  -9,  -37
1295888, 1710496845, "2024/3/15 10:0:45",  -121,  168,  1001,  -76,  28,  1,  -1,  -8,  -38
1296088, 1710496845, "2024/3/15 10:0:45",  -165,  -360,  1061,  -16,  -27,  0,  -3,  2,  -43
1296288, 1710496845, "2024/3/15 10:0:45",  68,  -12,  1061,  80,  -20,  -1,  -7,  -4,  -40
1296488, 1710496846, "2024/3/15 10:0:46",  5,  312,  1007,  -12,  35,  1,  -6,  -12,  -36
1296688, 1710496846, "2024/3/15 10:0:46",  -263,  -66,  945,  -82,  -6,  0,  -4,  -3,  -43
1296888, 1710496846, "2024/3/15 10:0:46",  -2,  -342,  1064,  36,  -60,  -1,  -11,  1,  -43
1297088, 1710496846, "2024/3/15 10:0:46",  125,  243,  1079,  52,  16,  1,  -12,  -7,  -39
1297288, 1710496846, "2024/3/15 10:0:46",  -79,  65,  938,  -43,  42,  2,  -10,  -6,  -40
1297488, 1710496847, "2024/3/15 10:0:47",  -197,  -110,  868,  -16,  1,  1,  -6,  -1,  -43
1297688, 1710496847, "2024/3/15 10:0:47",  -70,  -64,  916,  15,  -46,  0,  -10,  -3,  -43
1297888, 1710496847, "2024/3/15 10:0:47",  163,  -35,  1027,  40,  4,  1,  -14,  -7,  -40
1298088, 1710496847, "2024/3/15 10:0:47",  18,  145,  933,  12,  72,  3,  -9,  -8,  -37
1298288, 1710496847, "2024/3/15 10:0:47",  -240,  32,  752,  -44,  46,  3,  -3,  -7,  -39
1298488, 1710496848, "2024/3/15 10:0:48",  -266,  -176,  799,  -3,  -67,  0,  -2,  -3,  -44
1298688, 1710496848, "2024/3/15 10:0:48",  250,  56,  955,  36,  -47,  1,  -12,  -5,  -38
1298888, 1710496848, "2024/3/15 10:0:48",  100,  173,  925,  -40,  79,  3,  -9,  -5,  -41
1299088, 1710496848, "2024/3/15 10:0:48",  -314,  -211,  885,  -34,  37,  3,  -1,  1,  -43
