millis,stamp,datetime,accX,accY,accZ,gyroX,gyroY,gyroZ,compX,compY,compZ
2592484, 1710335825, "2024/3/13 13:17:5",  4,  -64,  1000,  0,  0,  -1,  -10,  -27,  -36
2592684, 1710335825, "2024/3/13 13:17:5",  6,  -64,  1004,  0,  0,  0,  -10,  -26,  -36
2592884, 1710335825, "2024/3/13 13:17:5",  4,  -59,  1002,  0,  0,  0,  -12,  -28,  -36
2593084, 1710335825, "2024/3/13 13:17:5",  2,  -59,  1001,  0,  0,  -1,  -10,  -26,  -35
2593284, 1710335825, "2024/3/13 13:17:5",  3,  -56,  1000,  0,  0,  0,  -11,  -24,  -36
2593484, 1710335826, "2024/3/13 13:17:6",  2,  -58,  1003,  0,  0,  -1,  -10,  -27,  -37
2593684, 1710335826, "2024/3/13 13:17:6",  3,  -59,  1002,  0,  0,  -1,  -9,  -27,  -37
2593884, 1710335826, "2024/3/13 13:17:6",  2,  -59,  1005,  0,  -1,  -1,  -11,  -27,  -37
2594084, 1710335826, "2024/3/13 13:17:6",  7,  -69,  1001,  0,  -1,  0,  -12,  -27,  -37
2594284, 1710335826, "2024/3/13 13:17:6",  8,  -61,  1002,  0,  0,  -1,  -11,  -27,  -37
2594484, 1710335827, "2024/3/13 13:17:7",  2,  -60,  1004,  0,  0,  -1,  -10,  -26,  -36
2594684, 1710335827, "2024/3/13 13:17:7",  7,  -54,  1001,  0,  -1,  -1,  -10,  -25,  -35
2594884, 1710335827, "2024/3/13 13:17:7",  5,  -52,  1002,  0,  0,  0,  -10,  -25,  -37
2595084, 1710335827, "2024/3/13 13:17:7",  2,  -54,  1003,  0,  0,  0,  -10,  -28,  -36
2595284, 1710335827, "2024/3/13 13:17:7",  5,  -62,  1004,  0,  0,  0,  -12,  -26,  -36
2595484, 1710335828, "2024/3/13 13:17:8",  9,  -50,  1005,  0,  0,  -1,  -11,  -27,  -36
2595684, 1710335828, "2024/3/13 13:17:8",  2,  -55,  1006,  0,  -1,  -1,  -10,  -27,  -35
2595884, 1710335828, "2024/3/13 13:17:8",  -8,  -63,  1001,  0,  0,  -1,  -10,  -24,  -37
2596084, 1710335828, "2024/3/13 13:17:8",  -5,  -59,  1006,  0,  0,  0,  -10,  -27,  -35
2596284, 1710335828, "2024/3/13 13:17:8",  2,  -62,  1000,  0,  0,  -1,  -11,  -27,  -36
2596484, 1710335829, "2024/3/13 13:17:9",  2,  -57,  1005,  0,  0,  -1,  -11,  -26,  -37
2596684, 1710335829, "2024/3/13 13:17:9",  4,  -60,  1006,  0,  0,  -1,  -13,  -24,  -36
2596884, 1710335829, "2024/3/13 13:17:9",  1,  -59,  1001,  0,  0,  -1,  -10,  -25,  -36
2597084, 1710335829, "2024/3/13 13:17:9",  2,  -63,  1005,  0,  0,  0,  -10,  -28,  -35
