millis,stamp,datetime,accX,accY,accZ,gyroX,gyroY,gyroZ,compX,compY,compZ
3512118, 1710336745, "2024/3/13 13:32:25",  7,  -56,  1001,  0,  -1,  0,  -11,  -26,  -36
3512318, 1710336745, "2024/3/13 13:32:25",  8,  -57,  1004,  0,  0,  -1,  -10,  -28,  -36
3512518, 1710336745, "2024/3/13 13:32:25",  9,  -63,  1000,  0,  0,  0,  -10,  -25,  -36
3512718, 1710336745, "2024/3/13 13:32:25",  5,  -57,  1002,  0,  -1,  -1,  -11,  -26,  -36
3512918, 1710336746, "2024/3/13 13:32:26",  5,  -56,  1003,  0,  0,  0,  -10,  -27,  -37
3513118, 1710336746, "2024/3/13 13:32:26",  6,  -55,  1004,  0,  0,  0,  -9,  -27,  -38
3513318, 1710336746, "2024/3/13 13:32:26",  4,  -64,  1006,  0,  0,  0,  -11,  -25,  -36
3513518, 1710336746, "2024/3/13 13:32:26",  3,  -52,  1001,  0,  -1,  -1,  -10,  -27,  -37
3513718, 1710336746, "2024/3/13 13:32:26",  3,  -54,  1002,  0,  -1,  -1,  -11,  -25,  -36
3513918, 1710336747, "2024/3/13 13:32:27",  6,  -54,  1000,  0,  0,  -1,  -11,  -28,  -37
3514118, 1710336747, "2024/3/13 13:32:27",  8,  -52,  1005,  0,  0,  -1,  -11,  -27,  -37
3514318, 1710336747, "2024/3/13 13:32:27",  5,  -64,  1002,  0,  0,  0,  -10,  -26,  -37
3514518, 1710336747, "2024/3/13 13:32:27",  4,  -55,  1003,  0,  0,  -1,  -9,  -28,  -37
3514718, 1710336747, "2024/3/13 13:32:27",  7,  -60,  1000,  0,  0,  -1,  -10,  -27,  -36
3514918, 1710336748, "2024/3/13 13:32:28",  11,  -58,  1004,  0,  0,  0,  -11,  -28,  -36
3515118, 1710336748, "2024/3/13 13:32:28",  8,  -57,  1004,  0,  0,  -1,  -10,  -26,  -35
3515318, 1710336748, "2024/3/13 13:32:28",  11,  -57,  1001,  0,  -1,  -1,  -10,  -26,  -36
3515518, 1710336748, "2024/3/13 13:32:28",  6,  -54,  1005,  0,  -1,  0,  -10,  -27,  -37
3515718, 1710336748, "2024/3/13 13:32:28",  5,  -57,  1004,  0,  0,  -1,  -11,  -27,  -36
